"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01000","5","55","54","0","2016","1","","Alabama -- Statewide","Private","NAICS 55 Management of companies and enterprises","State, NAICS Sector -- by ownership sector","All establishment sizes",1074,16215,16286,16148,437500185,159309712,2396408,2075,"",1.36,0.54,0.54,0.54,0.53,0.54,0.55,0.97,"",-34,-3.1,787,5.1,834,5.4,751,4.9,54364432,14.2,10214511,6.9,-424630,-15.1,164,8.6
"01000","5","55","54","0","2016","2","","Alabama -- Statewide","Private","NAICS 55 Management of companies and enterprises","State, NAICS Sector -- by ownership sector","All establishment sizes",1071,16286,16428,16554,333681988,39682190,537567,1563,"",1.35,0.54,0.55,0.55,0.49,0.69,0.67,0.89,"",-34,-3.1,1021,6.7,1082,7.1,1118,7.2,31311782,10.4,432006,1.1,-151989,-22.0,48,3.2
"01000","5","55","54","0","2016","3","","Alabama -- Statewide","Private","NAICS 55 Management of companies and enterprises","State, NAICS Sector -- by ownership sector","All establishment sizes",1057,16501,16557,16536,356930938,26415224,350871,1661,"",1.33,0.54,0.55,0.55,0.53,0.81,0.75,0.96,"",-45,-4.1,1146,7.5,1163,7.6,1274,8.3,44003533,14.1,1027075,4.0,-94647,-21.2,92,5.9
"01000","5","55","54","0","2016","4","","Alabama -- Statewide","Private","NAICS 55 Management of companies and enterprises","State, NAICS Sector -- by ownership sector","All establishment sizes",1078,16623,16555,16714,380461340,22171841,293134,1760,"",1.34,0.55,0.55,0.55,0.54,0.84,0.72,0.98,"",-33,-3.0,1176,7.6,1022,6.6,1027,6.5,29124821,8.3,-196718,-0.9,-126645,-30.2,23,1.3
"01001","5","55","74","0","2016","1","N","Autauga County, Alabama","Private","NAICS 55 Management of companies and enterprises","County, NAICS Sector -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","55","74","0","2016","2","N","Autauga County, Alabama","Private","NAICS 55 Management of companies and enterprises","County, NAICS Sector -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","55","74","0","2016","3","N","Autauga County, Alabama","Private","NAICS 55 Management of companies and enterprises","County, NAICS Sector -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001","5","55","74","0","2016","4","N","Autauga County, Alabama","Private","NAICS 55 Management of companies and enterprises","County, NAICS Sector -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",0.53,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01003","5","55","74","0","2016","1","","Baldwin County, Alabama","Private","NAICS 55 Management of companies and enterprises","County, NAICS Sector -- by ownership sector","All establishment sizes",37,288,291,271,3372866,2270663,24972,916,"",0.99,0.28,0.27,0.25,0.15,0.23,0.19,0.58,"",-3,-7.5,4,1.4,7,2.5,-20,-6.9,-269101,-7.4,-18565,-0.8,-5811,-18.9,-62,-6.3
"01003","5","55","74","0","2016","2","","Baldwin County, Alabama","Private","NAICS 55 Management of companies and enterprises","County, NAICS Sector -- by ownership sector","All establishment sizes",38,321,325,322,4164824,1086828,11877,993,"",1.01,0.29,0.29,0.28,0.21,0.39,0.33,0.74,"",-2,-5.0,27,9.2,31,10.5,24,8.1,613090,17.3,171839,18.8,-575,-4.6,68,7.4
